grid_id,row,col,event1_num,event2_num,event3_num,event4_num,event5_num,event6_num
0,40,38,0,0,0.3716609380915841,0.0014148273910582908,0.000966183574879227,0
1,40,39,0,0,0.38536173429287934,0,0,0
2,40,40,0,0,0.3936811067176209,0.0008488964346349745,0,0
3,41,38,0,0,0.3242208199596034,0.0005659309564233164,0.000966183574879227,0
4,41,39,0,0,0.32240376539382837,0.029994340690435765,0.017391304347826087,0
5,41,40,0,0,0.35632694936189596,0.00311262026032824,0,0
6,41,41,0,0,0.4033661615082199,0.0008488964346349745,0,0
7,42,37,0,0,0.33136400125048976,0.0022637238256932655,0.00676328502415459,0
8,42,38,0,0,0.2574832512229068,0.003961516694963215,0,0
9,42,39,0,0,0.3115617113130102,0.014997170345217883,0.005797101449275362,0
10,42,40,0,0,0.3413348721235199,0.0025466893039049238,0,0
11,42,41,0,0,0.2852449478754529,0,0,0
12,42,42,0,0,0.41024449789879347,0.0005659309564233164,0,0
13,43,37,0,0,0.33664079784089734,0,0,0
14,43,38,0,0,0.3581292416854095,0,0,0
15,43,39,0,0,0.32971637644078156,0.0005659309564233164,0,0
16,43,40,0,0,0.3790631874719412,0,0,0
17,43,41,0,0,0.3523351785113992,0.013016411997736276,0.000966183574879227,0
18,43,42,0,0,0.3633165542768835,0,0,0
19,43,43,0,0,0.34798265759863284,0.00792303338992643,0,0
20,44,30,0,0,0.3577066758737681,0,0,0
21,44,31,0,0,0.3569538726413525,0.004810413129598189,0,0
22,44,32,0,0,0.35417797316896354,0.03367289190718732,0.012560386473429951,0
23,44,33,0,0,0.35042265858160015,0.0008488964346349745,0,0
24,44,34,0,0,0.3315032927889236,0.0025466893039049238,0.001932367149758454,0
25,44,35,0,0,0.3662239037800787,0.005659309564233163,0,0
26,44,36,0,0,0.32167854037803423,0.0019807583474816073,0,0
27,44,37,0,0,0.35634635798077086,0.0002829654782116582,0,0
28,44,38,0,0,0.34120348714943727,0.01839275608375778,0.003864734299516908,0
29,44,39,0,0,0.35466646739731345,0.0005659309564233164,0.000966183574879227,0
30,44,40,0,0,0.3712467243141862,0.0005659309564233164,0,0
31,44,41,0,0,0.3694615238183963,0,0,0
32,44,42,0,0,0.36587784450464966,0.001697792869269949,0.000966183574879227,0
33,44,43,0,0,0.36414026279378914,0.00933786078098472,0.001932367149758454,0
34,44,44,0,0,0.425367427736288,0,0,0
35,45,30,0,0,0.32618222246681916,0,0,0
36,45,31,0,0,0.3478962900692655,0.026881720430107527,0.000966183574879227,0
37,45,32,0,0,0.3523911266051793,0.07074136955291455,0.007729468599033816,0
38,45,33,0,0,0.42019394964731677,0,0,0
39,45,34,0,0,0.2834880023440554,0.0005659309564233164,0,0
40,45,35,0,0,0.35647221262997175,0,0,0
41,45,36,0,0,0.35367587803826817,0.0028296547821165816,0.000966183574879227,0
42,45,37,0,0,0.35335006469748576,0.0005659309564233164,0,0
43,45,38,0,0,0.3388237522263581,0.003961516694963215,0,0
44,45,39,0,0,0.35823209169535664,0,0,0
45,45,40,0,0,0.413626881036535,0.006508205998868138,0.001932367149758454,0
46,45,41,0,0,0.42608567021658367,0.016694963214487834,0.002898550724637681,0
47,45,42,0,0.011235955056179775,0.3813305950608682,0.0011318619128466328,0.000966183574879227,0
48,45,43,0,0,0.3580471107791415,0.005376344086021506,0.001932367149758454,0
49,45,44,0,0,0.4604334939672151,0.0019807583474816073,0,0
50,46,30,0,0,0.32189226491951567,0,0,0
51,46,31,0,0,0.35683736602707583,0,0,0
52,46,32,0,0,0.3597251601602323,0.014714204867006225,0.004830917874396135,0
53,46,33,0,0,0.41270376456834784,0.0011318619128466328,0.001932367149758454,0
54,46,34,0,0,0.2917610082510509,0,0,0
55,46,35,0,0,0.34781265683676443,0.011884550084889643,0.000966183574879227,0
56,46,36,0,0,0.3152705708142842,0.03169213355970572,0.003864734299516908,0
57,46,37,0,0,0.3418621668206135,0.02037351443123939,0.000966183574879227,0
58,46,38,0,0,0.3586431738222177,0,0,0
59,46,39,0,0,0.39484009172479706,0,0,0
60,46,40,0,0,0.35962407320381695,0.008488964346349746,0.001932367149758454,0
61,46,41,0,0,0.3787628647446637,0.019524617996604415,0.000966183574879227,0
62,46,42,0,0,0.39944687701459414,0.008771929824561403,0,0
63,46,43,0,0,0.37745686155960567,0,0,0
64,46,44,0,0,0.4335342303443568,0,0,0
65,46,45,0,0,0.4765766577458939,0.001697792869269949,0.003864734299516908,0
66,46,46,0,0,0.5605013302485214,0.0005659309564233164,0,0
67,46,47,0,0,0.44707742524469624,0,0,0
68,46,48,0,0,0.4641410065931236,0.008205998868138087,0,0
69,46,49,0,0,0.4550310432560851,0.0002829654782116582,0,0
70,46,50,0,0,0.5883803084146673,0.0008488964346349745,0.000966183574879227,0
71,46,51,0,0,0.46602381910781904,0,0,0
72,46,52,0,0,0.5065990242400028,0.00311262026032824,0.001932367149758454,0
73,46,53,0,0,0.5690169867412144,0.0036785512167515563,0.000966183574879227,0
74,47,30,0,0,0.26563502826428703,0,0,0
75,47,31,0,0,0.3318125940552774,0.0002829654782116582,0,0
76,47,32,0,0,0.32043263059584837,0.02348613469156763,0.003864734299516908,0.00558659217877095
77,47,33,0,0,0.34416021176335476,0.03735144312393888,0.000966183574879227,0
78,47,34,0,0,0.26568518422653775,0,0,0
79,47,35,0,0,0.33642044425074336,0,0,0
80,47,36,0,0,0.30250074165177754,0.026881720430107527,0.003864734299516908,0
81,47,37,0,0,0.3289649233918571,0.027447651386530842,0.010628019323671498,0
