grid_id,LeftBottom_x,LeftBottom_y,RightTop_x,RightTop_y,Centroid_x,Centroid_y,row,col,area1,area2,area3,all_grid_id,address
2854,120.30700109431666,22.917132356573447,120.31191505093624,22.92164698849552,120.30945807262644,22.91938967253448,109,57,臺南市,歸仁區,大潭里|沙崙里,18031,臺南市歸仁區看西里下宅仔南157
2855,120.31191505093624,22.917132356573447,120.31682900755585,22.92164698849552,120.31437202924604,22.91938967253448,109,58,臺南市,歸仁區,沙崙里,18032,臺南市歸仁區看西里下宅仔南157
2856,120.31682900755585,22.917132356573447,120.32174296417543,22.92164698849552,120.31928598586563,22.91938967253448,109,59,臺南市,歸仁區|關廟區,布袋里|沙崙里|深坑里,18033,臺南市歸仁區看西里下宅仔南157
2857,120.32174296417543,22.917132356573447,120.32665692079502,22.92164698849552,120.32419994248524,22.91938967253448,109,60,臺南市,關廟區,布袋里|深坑里,18034,臺南市歸仁區沙崙里下宅仔南157
2858,120.32665692079502,22.917132356573447,120.33157087741459,22.92164698849552,120.32911389910481,22.91938967253448,109,61,臺南市,關廟區,布袋里,18035,臺南市關廟區布袋里南352
2859,120.33157087741459,22.917132356573447,120.3364848340342,22.92164698849552,120.33402785572441,22.91938967253448,109,62,臺南市,關廟區,布袋里,18036,臺南市關廟區布袋里南352
2860,120.3364848340342,22.917132356573447,120.34139879065378,22.92164698849552,120.338941812344,22.91938967253448,109,63,臺南市,關廟區,布袋里,18037,臺南市關廟區布袋里灣仔
2861,120.34139879065378,22.917132356573447,120.34631274727337,22.92164698849552,120.34385576896358,22.91938967253448,109,64,臺南市,關廟區,布袋里,18038,臺南市關廟區布袋里灣仔
2862,120.34631274727337,22.917132356573447,120.35122670389296,22.92164698849552,120.34876972558321,22.91938967253448,109,65,臺南市,關廟區,布袋里,18039,臺南市關廟區布袋里田中央南雄南路
2863,120.35122670389296,22.917132356573447,120.35614066051257,22.92164698849552,120.35368368220274,22.91938967253448,109,66,臺南市,關廟區|龍崎區,布袋里|楠坑里,18040,臺南市龍崎區楠坑里福爾摩沙高速公路
2864,120.16941030896817,22.912617724651394,120.17432426558777,22.917132356573447,120.17186728727795,22.914875040612426,110,29,臺南市,南區,佛壇里,18041,臺南市南區佛壇里雙博物館自行車道
2865,120.17432426558777,22.912617724651394,120.17923822220736,22.917132356573447,120.17678124389757,22.914875040612426,110,30,臺南市,南區,佛壇里,18042,臺南市南區佛壇里二仁溪橋
2866,120.17923822220736,22.912617724651394,120.18415217882692,22.917132356573447,120.18169520051713,22.914875040612426,110,31,臺南市,南區,佛壇里,18043,高雄市茄萣區福德里
2867,120.1988940486857,22.912617724651394,120.20380800530529,22.917132356573447,120.20135102699551,22.914875040612426,110,35,臺南市,仁德區,大甲里,18044,臺南市仁德區大甲里文賢里
2868,120.20380800530529,22.912617724651394,120.20872196192488,22.917132356573447,120.20626498361507,22.914875040612426,110,36,臺南市,仁德區,大甲里,18045,臺南市仁德區大甲里文賢里防汛用路
2869,120.20872196192488,22.912617724651394,120.21363591854448,22.917132356573447,120.21117894023467,22.914875040612426,110,37,臺南市,仁德區,大甲里,18046,臺南市仁德區大甲里二仁溪水岸自行車道/雙博物館自行車道
2870,120.21363591854448,22.912617724651394,120.21854987516407,22.917132356573447,120.21609289685426,22.914875040612426,110,38,臺南市,仁德區,二行里|大甲里,18047,臺南市仁德區大甲里行大一街
2871,120.21854987516407,22.912617724651394,120.22346383178363,22.917132356573447,120.22100685347387,22.914875040612426,110,39,臺南市,仁德區,二行里|大甲里,18048,臺南市仁德區二行里二層行行大街
2872,120.22346383178363,22.912617724651394,120.22837778840322,22.917132356573447,120.22592081009344,22.914875040612426,110,40,臺南市,仁德區,二行里|保安里,18049,臺南市仁德區二行里二層行二層行橋
2873,120.22837778840322,22.912617724651394,120.23329174502285,22.917132356573447,120.230834766713,22.914875040612426,110,41,臺南市,仁德區,中洲里|保安里,18050,高雄市湖內區太爺里防汛用路
2874,120.23329174502285,22.912617724651394,120.2382057016424,22.917132356573447,120.23574872333259,22.914875040612426,110,42,臺南市,仁德區,中洲里|保安里,18051,臺南市仁德區保安里保學一街
2875,120.2382057016424,22.912617724651394,120.243119658262,22.917132356573447,120.24066267995221,22.914875040612426,110,43,臺南市,仁德區,中洲里,18052,臺南市仁德區中洲里中洲路
2876,120.243119658262,22.912617724651394,120.24803361488159,22.917132356573447,120.24557663657184,22.914875040612426,110,44,臺南市,仁德區,中洲里|保安里,18053,臺南市仁德區中洲里中洲路
2877,120.24803361488159,22.912617724651394,120.25294757150118,22.917132356573447,120.25049059319142,22.914875040612426,110,45,臺南市,仁德區,中洲里|保安里,18054,臺南市仁德區中洲里中洲八街
2878,120.25294757150118,22.912617724651394,120.25786152812077,22.917132356573447,120.25540454981095,22.914875040612426,110,46,臺南市,仁德區,中洲里,18055,臺南市仁德區中洲里依仁二街
2879,120.25786152812077,22.912617724651394,120.26277548474036,22.917132356573447,120.26031850643056,22.914875040612426,110,47,臺南市,仁德區|歸仁區,中洲里|大潭里,18056,臺南市仁德區上崙里蔦松腳中山高速公路
2880,120.26277548474036,22.912617724651394,120.26768944135996,22.917132356573447,120.26523246305015,22.914875040612426,110,48,臺南市,仁德區|歸仁區,中洲里|大潭里|武東里,18057,臺南市歸仁區武東里刣豬厝大武路三段320巷
2881,120.26768944135996,22.912617724651394,120.27260339797957,22.917132356573447,120.27014641966974,22.914875040612426,110,49,臺南市,歸仁區,大潭里|武東里,18058,臺南市歸仁區武東里刣豬厝武東三街53巷
2882,120.27260339797957,22.912617724651394,120.27751735459913,22.917132356573447,120.27506037628929,22.914875040612426,110,50,臺南市,歸仁區,大潭里|武東里,18059,臺南市歸仁區武東里刣豬厝中正南路二段275巷
2883,120.27751735459913,22.912617724651394,120.28243131121872,22.917132356573447,120.27997433290892,22.914875040612426,110,51,臺南市,歸仁區,大潭里|武東里,18060,臺南市歸仁區武東里刣豬厝長榮路一段613巷
2884,120.28243131121872,22.912617724651394,120.28734526783829,22.917132356573447,120.28488828952852,22.914875040612426,110,52,臺南市,歸仁區,大潭里|武東里,18061,臺南市歸仁區武東里長榮路二段75巷
2885,120.28734526783829,22.912617724651394,120.29225922445791,22.917132356573447,120.28980224614807,22.914875040612426,110,53,臺南市,歸仁區,大潭里|武東里|沙崙里,18062,臺南市歸仁區大潭里39
2886,120.29225922445791,22.912617724651394,120.29717318107748,22.917132356573447,120.2947162027677,22.914875040612426,110,54,臺南市,歸仁區,大潭里|沙崙里,18063,臺南市歸仁區大潭里39
2887,120.29717318107748,22.912617724651394,120.30208713769709,22.917132356573447,120.2996301593873,22.914875040612426,110,55,臺南市,歸仁區,大潭里,18064,臺南市歸仁區大潭里長榮路二段
2888,120.30208713769709,22.912617724651394,120.30700109431666,22.917132356573447,120.30454411600687,22.914875040612426,110,56,臺南市,歸仁區,大潭里,18065,臺南市歸仁區大潭里
2889,120.30700109431666,22.912617724651394,120.31191505093624,22.917132356573447,120.30945807262644,22.914875040612426,110,57,臺南市,歸仁區,大潭里|沙崙里,18066,臺南市歸仁區大潭里
2890,120.31191505093624,22.912617724651394,120.31682900755585,22.917132356573447,120.31437202924604,22.914875040612426,110,58,臺南市,歸仁區,沙崙里,18067,臺南市歸仁區看西里下宅仔南157
2891,120.31682900755585,22.912617724651394,120.32174296417543,22.917132356573447,120.31928598586563,22.914875040612426,110,59,臺南市,歸仁區|關廟區,布袋里|沙崙里,18068,臺南市歸仁區看西里下宅仔南157
