grid_id,row,col,event1_num,event2_num,event3_num,event4_num,event5_num,event6_num,time
375,56,48,0,0,65535.97986179961,0,0,0,-12
375,56,48,0,0,65926.63782769407,0,0,0,-11
375,56,48,0,0,65986.68260147187,0,0,0,-10
375,56,48,0,0,71172.88886024496,0,0,0,-9
375,56,48,0,0,82172.25215002567,0,0,0,-8
375,56,48,0,0,75671.30140064412,0,0,0,-7
375,56,48,0,0,84959.71098461885,0,0,0,-6
375,56,48,0,0,82356.41351083867,0,0,0,-5
375,56,48,0,0,82572.36049542845,0,0,0,-4
375,56,48,0,0,81107.8837394092,0,0,0,-3
375,56,48,0,0,60891.98791056033,0,0,0,-2
375,56,48,0,0,73281.18038168973,0,0,0,-1
375,56,48,0,0,60532.787278308075,0,0,0,0
375,56,48,0,0.07797614818280879,92433.10497397733,161.208961193626,0.01224493674742604,0.02011227489660622,1
375,56,48,4.818846922903065e-05,0.007707681909507065,95781.27618999712,180.72812153002369,0.024120664978202755,0.03964472481994012,2
375,56,48,0.00511921325484191,0.001062629177531858,97534.25451053369,212.61776226993197,0.031737066570200284,0.02657582316528648,3
375,56,48,0.009604422988389323,0.00025319968638599905,99035.44175929744,242.57996111151382,0.03844643892206173,0.016230039248703244,4
375,56,48,0.01258832734472923,0.0001355734364567189,100428.68814199672,271.81689716466815,0.04506611959287269,0.011133892081904816,5
375,56,48,0.014941483240409538,0.00014059370117116285,101723.77802482051,301.6862001608198,0.051847600380908763,0.0089148996826133,6
375,56,48,0.01706583941297551,0.00019359364219163192,102921.37379733649,332.8407713218753,0.05890061717420812,0.008085012208390975,7
375,56,48,0.019110970781691824,0.0002844054363180108,104024.80456275961,365.5598338767194,0.06628703044906664,0.007946990206609533,8
375,56,48,0.021132985875028317,0.0004136159674022088,105038.95734466537,399.96871768491735,0.07404940419593613,0.008178503606902556,9
375,56,48,0.02315553078504373,0.0005842775465416853,105969.39247171396,436.1411000642223,0.08222277511862272,0.0086237298099618,10
375,56,48,0.025191396157146,0.000800186002398051,106821.8191225018,474.1420600956112,0.09083958013803403,0.009203292480935371,11
375,56,48,0.02725021072227224,0.001065407869373206,107601.49477355817,514.0407929611512,0.09993275879534952,0.009875073090171856,12
