grid_id,row,col,event1_num,event2_num,event3_num,event4_num,event5_num,event6_num,time
2526,100,69,0,0,65586.85519116269,0,0,0,-12
2526,100,69,0,0,57779.97599651845,0,0,0,-11
2526,100,69,0,0,59742.44891329461,0,0,0,-10
2526,100,69,0,0,46311.50648051917,0,0,0,-9
2526,100,69,0,0,46848.52710484638,0,0,0,-8
2526,100,69,0,0,47803.378916976784,0,0,0,-7
2526,100,69,0,0,61426.94037406227,0,0,0,-6
2526,100,69,0,0,69729.1140517492,0,0,0,-5
2526,100,69,0,0,62909.45354787881,0,0,0,-4
2526,100,69,0,0,75402.20164278589,0,0,0,-3
2526,100,69,0,0,75725.77870247273,0,0,0,-2
2526,100,69,0,0,75747.84828218161,0,0,0,-1
2526,100,69,0,0,75777.66874675549,0,0,0,0
2526,100,69,0,0.07141625329860571,87514.89128772289,211.26055344700316,0.015210479678965919,0.0026812678169977865,1
2526,100,69,0.0030510079542286545,0.005278419139874546,90548.47885561376,197.6630490947276,0.027967178647761097,0.020899167896735696,2
2526,100,69,0.01027899340857003,0.0005056798411151299,92168.27948988546,214.28786564962869,0.034918592841353964,0.016491884715244532,3
2526,100,69,0.014370075863225784,0.00012629060381891085,93612.60412102232,235.707774844609,0.0405137265230104,0.010997654185148644,4
2526,100,69,0.016797616431547605,0.0001232576243510608,94997.01790101748,259.18024189143244,0.04591461140648144,0.008174539101392809,5
2526,100,69,0.018642880718620292,0.000201640217814508,96311.78306783838,284.2873956228571,0.05147763083311238,0.007029777946862504,6
2526,100,69,0.020328186580084773,0.0003344217865480586,97541.18610162137,310.90993791317845,0.057344580581171166,0.006731038720176398,7
2526,100,69,0.02202155629364044,0.0005183626029091252,98674.6133201507,339.01214624900365,0.06358767271579913,0.006856634686444554,8
2526,100,69,0.023799081896553068,0.0007570331891193444,99705.74977184432,368.6034348685761,0.0702529510646513,0.007202640287447881,9
2526,100,69,0.025699727739828503,0.0010574566581774906,100631.64813509863,399.72306579635597,0.07737491486295303,0.0076682845877515966,10
2526,100,69,0.02774536720678374,0.0014281376170469273,101451.53498284511,432.4273021097829,0.0849829005190626,0.008202373457586204,11
2526,100,69,0.02994948635357036,0.001878024698936416,102166.10690536193,466.7832037971499,0.0931037617664148,0.008778274390232672,12
