grid_id,row,col,event1_num,event2_num,event3_num,event4_num,event5_num,event6_num,time
189,51,35,0,0,62734.26258493793,46,0.0038647342995169077,0,-12
189,51,35,0,0,62368.344553662646,46,0.0028985507246376808,0,-11
189,51,35,0,0,60667.800401120374,46,0.0028985507246376808,0,-10
189,51,35,0,0,57490.988739117005,46,0.0028985507246376808,0,-9
189,51,35,0,0,61174.34972165512,46,0.0028985507246376808,0,-8
189,51,35,0,0,59576.571550082175,46,0.0028985507246376808,0,-7
189,51,35,0,0,63187.89484475388,48,0.0028985507246376808,0,-6
189,51,35,0,0,58428.879004333496,47.00000000000001,0.0028985507246376808,0,-5
189,51,35,0,0,59212.700804463064,47.00000000000001,0.0028985507246376808,0,-4
189,51,35,0,0,56900.58097841884,47.00000000000001,0.0028985507246376808,0,-3
189,51,35,0,0,71588.60130073183,47.00000000000001,0.0028985507246376808,0,-2
189,51,35,0,0,70302.57079469155,47.00000000000001,0.0028985507246376808,0,-1
189,51,35,0,0,72434.85927984909,48,0.0038647342995169077,0,0
189,51,35,0,0.08206270997261167,79455.10411472886,208.957663947346,0.010893318254662695,0.0021701505598108674,1
189,51,35,0.004350665763919106,0.009249859197660594,81683.44056427696,178.3919911715248,0.022342501997920164,0.013827418326666828,2
189,51,35,0.012222494563032213,0.001991183601709293,82771.69634419153,186.42122840439097,0.029437529410380917,0.008917961557020203,3
189,51,35,0.016933035814917702,0.0009502640730615805,83813.69118185784,202.77393302085744,0.0353725300607707,0.004643624094644139,4
189,51,35,0.0200011255755088,0.0007854154063617274,84909.78564821827,222.86762475920526,0.0409596840611951,0.002773266112757996,5
189,51,35,0.02237433045311765,0.000812848587818323,86050.85361322691,245.3959428119833,0.04646160587725364,0.002116262481441311,6
189,51,35,0.02437428500200434,0.0009002343599001246,87221.78282075256,269.80521655843825,0.05201174135325967,0.0020021102948197945,7
189,51,35,0.026119990510948786,0.0010145859395297118,88411.02357717587,295.8619267108792,0.057701171404404686,0.0021647608916016896,8
189,51,35,0.027676778776827043,0.001148758360230213,89609.60786550018,323.5028657064043,0.06360144006601927,0.0024980648506305147,9
189,51,35,0.029094537602496282,0.0013034500143462545,90809.95525294474,352.7553078957399,0.06977261529529845,0.0029540977095721915,10
189,51,35,0.03041604547128478,0.0014817459452049595,92005.34002139387,383.68896631534693,0.0762675291457365,0.0035073495551390358,11
189,51,35,0.03167846920479316,0.0016874152059836456,93189.40990213137,416.39059717057,0.0831342500115331,0.004141863016658225,12
