grid_id,row,col,event1_num,event2_num,event3_num,event4_num
0,40,7,7.279100282600592e-14,-2.331132249039358e-13,-3.860486149503961e-13,-3.303186717207307e-13
1,40,8,-1.5117943789194621e-12,-1.6429075981594377e-12,1.4112860457094617e-13,-4.710759234950734e-13
2,40,9,4.049433531549962e-12,3.139648480435242e-12,-3.853328721099662e-14,6.939515287277334e-14
3,40,10,1.4310270633408062e-12,8.4982715309323e-12,-6.7634500430791e-12,2.7044718461238793e-14
4,40,11,-1.305580903804282e-11,-2.9647881372163454e-11,-3.6133986427988596e-12,1.1911648750695392e-11
5,40,12,8.381118021816292e-11,2.0652103638330033e-10,3.480926658028238e-11,3.382844698807119e-11
6,40,13,1.1064533317339809e-10,-4.822398036452569e-10,-1.9018008001747688e-10,-1.7857713918711937e-10
7,40,14,-1.1665544086270074e-09,-9.920680943409366e-10,3.946385995767798e-10,3.50123569026195e-10
8,40,15,-2.2553496847876886e-09,7.388707867761468e-09,2.907448504174681e-09,1.8538977020199354e-09
9,40,16,2.616828753687628e-09,-6.170242983216667e-09,-2.7292275106560737e-09,-3.5523410879534367e-09
10,40,17,6.544470743108377e-09,-2.735328052949626e-08,-7.126659262723933e-09,-8.659082340045643e-09
11,40,18,-2.9320341710104003e-08,-2.7355081755331412e-08,5.652523338284254e-09,5.936196867395438e-09
12,40,19,5.2941622641355934e-08,2.0892088059554226e-08,3.8149547409993545e-10,-4.962509692063577e-08
13,40,20,1.4088830369018979e-07,-1.8345491525906255e-07,-7.635998855448634e-08,2.2292155676950642e-08
14,40,21,-9.015180602034434e-09,-6.288306622082018e-07,-2.3502320800616872e-07,-2.3706550678070926e-07
15,40,22,1.4252090352329105e-07,1.2238407407494378e-06,4.05102724698736e-07,4.513379394666117e-07
16,40,23,7.344693813138292e-07,1.2692285054072272e-06,-1.2742441413138295e-06,-4.4839100610261085e-07
17,40,24,1.316407036711098e-07,-7.293954695342109e-06,-2.0601589767466066e-06,-1.8227592590847053e-06
18,40,25,-1.1926657634830917e-06,-3.946398464904632e-06,-2.3162596107795252e-07,2.9013344828854315e-06
19,40,26,3.0590492769988487e-06,2.652968578331638e-05,7.575056770292576e-06,1.460995122215536e-06
20,40,27,-1.630479164305143e-05,-6.403237057384104e-05,-1.2523030818556435e-05,2.5429635570617393e-05
21,40,28,0.00013506307732313871,0.00029207259649410844,0.00013397997827269137,0.0002365715627092868
22,40,29,0.00010589350858936086,-0.0001457111065974459,0.00020403825328685343,0.00035210998612456024
23,40,30,0.002703901845961809,0.0016282486030831933,0.002191262785345316,0.0010881065391004086
24,40,31,0.00013475844752974808,-0.00036040545091964304,-2.2795960830990225e-05,-8.633754987386055e-06
25,40,32,7.634544454049319e-05,6.427441257983446e-05,-7.71029808674939e-05,-2.3660143142478773e-06
26,40,33,2.3042498469294515e-06,-1.9940047423006035e-05,4.307076153509115e-07,-3.3073260965466034e-06
27,40,34,-3.006336555699818e-06,5.7897859733202495e-06,2.3301574003653514e-07,3.8027295090614643e-07
28,40,35,5.659894668497145e-07,-2.0617189875338227e-06,-4.030965499168815e-07,-4.7168768446681497e-07
29,40,36,4.377393381105321e-08,7.001975177445274e-07,1.7744564217991865e-07,1.68415880352768e-07
30,40,37,-8.324504108259134e-08,-1.9042170151806204e-07,1.6152931436863582e-08,-1.5938335096166156e-08
31,40,38,7.651708244793554e-08,2.4537769149901578e-08,-7.606200824739062e-08,-3.0529239580801004e-08
32,40,39,-1.0209771517111221e-07,-3.2403630001454076e-08,1.6199643937397923e-07,6.153761233917976e-08
33,40,40,4.6936420972087944e-08,2.73742955414491e-07,-2.091219073463435e-07,-5.3442587244489914e-08
34,40,41,1.4292766969958848e-08,-7.380665465461789e-07,2.104390262047673e-07,-5.05351778201657e-08
35,40,42,2.5650792849774007e-06,7.55059659240942e-08,-1.3086746548651718e-06,1.6263225433021944e-08
36,40,43,-8.786968464846723e-06,5.662690455210395e-06,7.57480711399694e-06,3.0939921202843834e-07
37,40,44,-1.604564386070706e-05,-2.680666329979431e-05,-3.342000491102226e-05,-7.2677803473197855e-06
38,40,45,3.864550308207981e-05,5.5728578445268795e-05,8.341431384906173e-05,3.0466342650470324e-05
39,40,46,-1.7999743704422144e-06,-3.085484422626905e-05,-2.5811259547481313e-05,-1.1929373613384087e-05
40,40,47,4.675616764870938e-06,9.28833833313547e-06,1.6697687215128099e-06,1.4240522432373837e-06
41,40,48,-4.420895038492745e-06,-2.006179329328006e-06,1.1439766467447043e-06,-1.8999633866201293e-08
42,40,49,6.776759846616187e-07,2.5157766003758297e-07,-3.522936822264455e-07,-1.8411357416425744e-07
43,40,50,6.740532398907817e-07,-1.2721437769869226e-06,2.873302946682088e-07,6.343697123156744e-08
44,40,51,3.195514750586881e-07,5.496021913131699e-07,6.764578301954316e-07,4.032028471101512e-07
45,40,52,1.0252184665660025e-06,9.017140314426797e-07,3.119659481853887e-07,3.4547863947409496e-07
