grid_id,row,col,event1_num,event2_num,event3_num,event4_num,event5_num,event6_num,time
2930,111,67,0,0,52215.356961147285,0,0,0,-12
2930,111,67,0,0,55382.44466590915,0,0,0,-11
2930,111,67,0,0,52039.73420500298,0,0,0,-10
2930,111,67,0,0,56990.40455840485,0,0,0,-9
2930,111,67,0,0,58767.886637334246,0,0,0,-8
2930,111,67,0,0,58132.47565704613,0,0,0,-7
2930,111,67,0,0,59308.2580619054,0,0,0,-6
2930,111,67,0,0,64482.4138599516,0,0,0,-5
2930,111,67,0,0,66631.77110365006,0,0,0,-4
2930,111,67,0,0,69055.45701659276,0,0,0,-3
2930,111,67,0,0,57008.08827673139,0,0,0,-2
2930,111,67,0,0,62864.944350583864,0,0,0,-1
2930,111,67,0,0,52100.06333062412,0,0,0,0
2930,111,67,0,0.0400426281121625,70283.01948785594,156.47057409011504,0.0058140492666424745,0.10107097833222488,1
2930,111,67,0.0003628242536234581,0.0007582677871470994,72814.32808101898,135.1770960650017,0.014165685889509148,0.07018011102706292,2
2930,111,67,0.005116093077898138,0,74446.4912493726,141.20398620522073,0.019053917889776367,0.032565199700031265,3
2930,111,67,0.008794532906643887,0,76066.98663649577,153.24815469157215,0.02288139297770356,0.015268768531719181,4
2930,111,67,0.011061924582991078,0,77737.8193382847,168.1093211269208,0.026459982291395786,0.008578989591313091,5
2930,111,67,0.012635509437156148,0,79431.98813075283,184.63931243839696,0.03004413601401972,0.006055026418795028,6
2930,111,67,0.013882754624182292,0,81121.67858095044,202.02806666623212,0.033702743117269486,0.0051463706338758615,7
2930,111,67,0.014962404967935331,0,82785.7197597082,219.58427114423768,0.03743014221516516,0.00490023641112924,8
2930,111,67,0.015942169567252668,0,84408.17450599051,236.70338433262364,0.041186326942261424,0.004930878498095412,9
2930,111,67,0.016849351242224003,0,85976.57166604363,252.86618128607503,0.04491520541931597,0.005063753587161207,10
2930,111,67,0.0176928890774869,0,87481.24626284045,267.6416270903864,0.04855455000349609,0.0052143014082057905,11
2930,111,67,0.018473050501404364,4.5572931018648966e-07,88914.34568935497,280.68766799926914,0.052042264935443366,0.005341175800894385,12
