grid_id,row,col,event1_num,event2_num,event3_num,event4_num,event5_num,event6_num
0,40,38,0,0,53705.98387433605,6,0.0009661835748792269,0
1,40,39,0,0,50731.994624778665,0,0,0
2,40,40,0,0,47816.66404272262,3,0,0
3,41,38,0,0,56782.08000385708,2,0.0009661835748792269,0
4,41,39,0,0,53814.99365715894,105.99999999999999,0.01932367149758454,0
5,41,40,0,0,50901.38880081767,11,0,0
6,41,41,0,0,66861.54420376466,4,0,0
7,42,37,0,0,52608.20055478192,7.999999999999997,0.00676328502415459,0
8,42,38,0,0,44153.57013965975,14,0,0
9,42,39,0,0,41187.51594920468,61,0.0057971014492753615,0
10,42,40,0,0,38274.600563352884,10,0.0009661835748792269,0
11,42,41,0,0,54235.03619177939,0,0,0
12,42,42,0,0,53477.53513965619,2,0,0
13,43,37,0,0,68602.82988956274,0,0,0
14,43,38,0,0,60138.22500730563,0,0,0
15,43,39,0,0,57169.935239127575,2,0,0
16,43,40,0,0,54256.63332646742,0,0,0
17,43,41,0,0,70217.04237956168,47.00000000000001,0.0009661835748792269,0
18,43,42,0,0,69459.55893881398,0,0,0
19,43,43,0,0,75293.6743292437,29.000000000000004,0,0
20,44,30,0,0,50750.97897872665,0,0,0
21,44,31,0,0,62755.37728562768,18,0,0
22,44,32,0,0,53217.27820760461,119,0.010628019323671498,0
23,44,33,0,0,46199.539824954816,3,0,0
24,44,34,0,0,54681.11788402744,9,0.0019323671497584538,0
25,44,35,0,0,63381.56987934998,21,0,0
26,44,36,0,0,77072.2023548791,7,0,0
27,44,37,0,0,66774.64408148061,1,0,0
28,44,38,0,0,54963.289696262065,60,0.004830917874396135,0
29,44,39,0,0,49889.24164512987,2,0.0009661835748792269,0
30,44,40,0,0,45302.79082499548,2,0,0
31,44,41,0,0,66025.61106818572,0,0,0
32,44,42,0,0,66603.10941434592,6,0.0009661835748792269,0
33,44,43,0,0,74826.92791452986,33,0.0019323671497584538,0
34,44,44,0,0,91691.43519168656,0,0,0
35,45,30,0,0,42270.334171717564,0,0,0
36,45,31,0,0,52312.9278643363,93,0.0009661835748792269,0
37,45,32,0,0,34416.00000000001,249,0.008695652173913044,0
38,45,33,0,0,36817.84660831829,0,0,0
39,45,34,0,0,49206.654830781896,2,0,0
40,45,35,0,0,60111.908236710624,0,0,0
41,45,36,0,0,75894.80959113596,10,0.0009661835748792269,0
42,45,37,0,0,65772.78455753885,2,0,0
43,45,38,0,0,52904.3580846003,14,0,0
44,45,39,0,0,46776.03324324339,0,0,0
45,45,40,0,0,41280.44052387601,24,0.0019323671497584538,0
46,45,41,0,0,63287.68386402058,57.99999999999999,0.0028985507246376808,0
47,45,42,0,0,64738.31717146821,4,0.0009661835748792269,0
48,45,43,0,0,74049.74836199936,20,0.0028985507246376808,0
49,45,44,0,0,92881.31118456197,6,0,0
50,46,30,0,0,41513.35898947151,0,0,0
51,46,31,0,0,51196.95050133076,0,0,0
52,46,32,0,0,48852.99141321147,49,0.0028985507246376808,0
53,46,33,0,0,39165.08829326123,4,0.0019323671497584538,0
54,46,34,0,0,46411.06456888956,0,0,0
55,46,35,0,0,53855.49698927886,42.00000000000001,0.0009661835748792269,0
56,46,36,0,0,65350.534978437034,111,0.004830917874396135,0
57,46,37,0,0,56730.93367187277,73.99999999999999,0.0009661835748792269,0
58,46,38,0,0,47190.95172699705,0,0,0
59,46,39,0,0,43163.2500304389,0,0,0
60,46,40,0,0,39339.42580230481,32,0.0019323671497584538,0
61,46,41,0,0,56583.90620446014,68.00000000000001,0.0019323671497584538,0
62,46,42,0,0,56699.4741908704,31,0.0009661835748792269,0
63,46,43,0,0,63621.18442609624,0,0,0
64,46,44,0,0,77639.19019054332,0,0,0
65,46,45,0,0,75940.80772907827,6,0.0028985507246376808,0
66,46,46,0,0,68245.32739996658,3,0,0
67,46,47,0,0,62081.57023589319,0,0,0
68,46,48,0,0,50569.74656108962,36,0,0
69,46,49,0,0,75317.33221811044,1,0.0019323671497584538,0
70,46,50,0,0,66878.45573999269,2,0.0009661835748792269,0
71,46,51,0,0,70947.3034557094,0,0,0
72,46,52,0,0,94188.65216533853,11,0.0019323671497584538,0
73,46,53,0,0,55427.17219306439,13,0.0009661835748792269,0
74,47,30,0,0,37436.73362332494,0,0,0
75,47,31,0,0,47070.42103116392,1,0,0
76,47,32,0,0,48602.22811109385,83.00000000000001,0.0038647342995169077,0
77,47,33,0,0,29838,130.99999999999997,0.0019323671497584538,0
78,47,34,0,0,43798.7661422224,0,0,0
79,47,35,0,0,52056.69078287531,0,0,0
80,47,36,0,0,62683.135985782625,94,0.007729468599033815,0
81,47,37,0,0,54221.99241441384,94,0.010628019323671498,0
82,47,38,0,0,45553.73603535272,251.00000000000003,0.008695652173913044,0
83,47,39,0,0,42269.12151644789,114,0.0009661835748792269,0
84,47,40,0,0,39049.011205535484,62,0,0
85,47,41,0,0,55253.729352498915,0,0,0
86,47,42,0,0,54775.59044485185,0,0,0
87,47,43,0,0,60951.44371773701,6,0,0
88,47,44,0,0,73579.59597707009,77,0.0028985507246376808,0
89,47,45,0,0,71349.28842653711,28,0,0
90,47,46,0,0,64065.1901898599,0,0,0
91,47,47,0,0,58619.23752023138,2,0,0
92,47,48,0,0,48309.246020330225,12,0.004830917874396135,0
93,47,49,0,0,71765.51955961017,0,0,0
94,47,50,0,0,63198.82591407649,0,0,0
95,47,51,0,0,66996.32178191484,7,0,0
96,47,52,0,0,88365.61848681333,0,0,0.00558659217877095
97,47,53,0,0,51565.82266996944,0,0,0
