grid_id,row,col,price
40,7,14720.728729167697
40,8,14226.239775592063
40,9,14363.045532671476
40,10,14174.670607581807
40,11,14382.561824780583
40,12,14387.621382692701
40,13,14273.069631197031
40,14,14352.118122188418
40,15,14195.78922826696
40,16,14552.935702285347
40,17,14227.652370952608
40,18,17919.621885236815
40,19,14553.250846894067
40,20,19374.413934902215
40,21,23397.915849397094
40,22,20875.993833316443
40,23,23636.4400604421
40,24,19257.540082429485
40,25,22886.4621259536
40,26,20836.82548331428
40,27,18458.325533737127
40,28,24003.882466937237
40,29,21227.290648614424
40,30,16423.944389583332
40,31,20994.106672421494
40,32,16120.255349822766
40,33,29355.410680580237
40,34,26955.800459221602
40,35,26584.250013944515
40,36,25415.899185017548
40,37,28770.035711294346
40,38,36716.280576385776
40,39,33912.184950917435
40,40,36370.2093038863
40,41,29431.282469783644
40,42,27695.45405944022
40,43,28718.432339166568
40,44,40834.23154385296
40,45,42696.71579101245
40,46,34236.24821956202
40,47,34458.94934842096
40,48,31032.862518269416
40,49,37500.72357896278
40,50,31785.37837791769
40,51,31335.770239551075
40,52,26750.736271844697
40,53,34045.01718714073
40,54,37944.04860106992
40,55,35937.16841411282
40,56,32979.86975886104
40,57,40784.33834066138
40,58,33427.746908303714
40,59,37460.21941583528
40,60,29665.345462811074
40,61,32493.60118319721
40,62,25285.91687942464
40,63,30354.119372685254
40,64,31140.189128568298
40,65,28413.804487847057
40,66,31939.69378354624
40,67,22446.336106945302
40,68,26351.890217748944
40,69,25283.92957646891
40,70,25893.16775523197
40,71,25522.145425049934
40,72,26432.788060896397
40,73,25908.454065579972
40,74,25056.445583507484
41,7,13533.9049726579
41,8,14614.981979047232
41,9,13402.745011555728
41,10,13494.204598982627
41,11,13452.50628386649
41,12,14311.535868347297
41,13,13442.540485460213
41,14,13822.584449435562
41,15,14705.230831683479
41,16,13945.310894057246
41,17,14398.24392534513
41,18,17530.677765395536
41,19,20514.353881984338
41,20,19562.984067830817
41,21,23609.331153422805
41,22,16061.536408134927
41,23,24502.668707068882
41,24,18684.311992022853
41,25,20181.005393115563
41,26,20214.396919482944
41,27,17989.403831448144
41,28,21270.119720841347
41,29,20226.31675861864
41,30,14150.50353901957
41,31,25235.700777674167
41,32,30838.90280426081
41,33,31550.14076615726
41,34,27822.069855538655
41,35,27362.60997287018
41,36,26745.29762578942
41,37,29949.918540368053
41,38,33807.37130765696
41,39,33429.3358328939
41,40,37990.14607341511
41,41,29245.789556315955
41,42,37511.79759895457
41,43,33142.08799297356
41,44,31746.50215791048
41,45,38839.745983267545
41,46,34773.686714962416
41,47,30895.262309119735
41,48,31974.806647326423
41,49,37592.20595222135
41,50,31555.04067268659
41,51,29845.7695193743
41,52,27658.07483223784
41,53,35469.77793575144
41,54,38050.59005002456
41,55,34961.417434845265
41,56,34464.86866358518
41,57,41477.47103791035
41,58,34370.689737221284
41,59,33998.42630418619
41,60,34796.207696506535
41,61,32836.31905299002
41,62,26624.999710168966
41,63,31332.097761542012
41,64,32205.761620696943
41,65,29835.494468864257
41,66,34149.723657548246
41,67,25965.75809209974
41,68,22642.18776306725
41,69,25968.047535421334
41,70,29958.53944057459
41,71,26363.61581565815
41,72,29433.621881712083
41,73,26025.51043991099
41,74,19849.48216647588
42,7,22176.395303890193
42,8,22622.327297946325
42,9,22708.86026336787
42,10,22481.27759991747
42,11,21977.369312139388
42,12,22369.512289420218
42,13,22535.808808414622
42,14,22767.03358089764
42,15,22434.006771152588
42,16,22329.109893484805
42,17,22590.184561762886
42,18,22301.319521349866
42,19,24420.13341113864
42,20,31081.25619071746
42,21,29268.937146100307
42,22,27501.97535350058
42,23,32654.63716308942
42,24,27162.819490066766
42,25,26904.767242731672
42,26,25236.90576056405
42,27,23613.91347074075
42,28,26232.38609737803
42,29,26439.08805270301
42,30,26233.103763474814
42,31,30449.951547562672
42,32,33277.76009116125
42,33,35926.94175969666
42,34,27373.888562806056
42,35,26762.78629523211
42,36,25686.574551097594
42,37,28773.8042038578
42,38,33536.32412825143
42,39,32544.90978179632
42,40,36294.58107140514
42,41,32115.368283988344
42,42,33589.860651875686
42,43,31425.778724987824
42,44,33203.859688471726
42,45,34334.95941083175
42,46,35167.67387947603
42,47,34955.83728509774
42,48,30602.47680523112
42,49,37355.03053967408
42,50,32252.536041325242
42,51,30536.264147547
42,52,26655.45753687591
42,53,34102.36944299374
42,54,35870.638066922904
42,55,38423.22208176957
42,56,33672.37104084437
42,57,36248.18294594748
42,58,33896.92476255608
42,59,35801.50127841182
42,60,32618.996955775237
42,61,32139.930103005907
42,62,25842.807064795827
42,63,29873.216546581356
42,64,30536.79964440176
42,65,27215.9064711097
42,66,25660.94279922239
42,67,24605.83351172011
42,68,27618.0204476191
42,69,28532.088535877
42,70,23155.579787669216
42,71,21684.086888947804
42,72,28651.858154418722
42,73,23140.612419285204
42,74,23302.137748387613
43,7,28264.4726290919
43,8,21986.29535693256
43,9,23443.348623638944
43,10,26078.28916538311
43,11,29368.674122376655
43,12,25875.113488011615
43,13,23364.15145111296
43,14,25168.812800863965
43,15,28441.431832140464
43,16,28090.42628579096
43,17,22636.542448144242
43,18,25549.588485023058
43,19,26414.981724218516
43,20,25653.824633429012
43,21,23574.71735240129
43,22,22024.225923407328
43,23,33920.24330063413
43,24,32558.520087929875
43,25,30397.023301707282
43,26,26927.59188857209
43,27,25631.032091691457
43,28,31370.035157051592
43,29,28386.60644017003
43,30,30856.604363910534
43,31,33408.10621668816
43,32,36259.67389481975
43,33,38046.89833987759
43,34,29547.524183473462
43,35,28260.066297486137
43,36,24701.826587519594
43,37,29283.75915314543
43,38,37501.67901318557
43,39,31778.6691572931
43,40,37964.72300455373
43,41,31684.24836491082
43,42,28662.377683131224
43,43,37169.67153012823
43,44,41009.934818562164
43,45,28063.721191582867
43,46,35576.30148082069
43,47,35836.112750161876
43,48,33643.934357495804
