grid_id,row,col,event1_num,event2_num,event3_num,event4_num,event5_num,event6_num
0,40,38,0,0,0.276653937908836,0.0001872308556450103,0,0
1,40,39,0,0,0.2629981244785126,0,0,0
2,40,40,0,0,0.26009273693010115,0.0001404231417337577,0,0
3,41,38,0,0,0.2752113561382689,0.0001404231417337577,0,0
4,41,39,0,0,0.24186862711254764,0.0030425014042314174,0.0005737234652897303,0
5,41,40,0,0,0.27880931793035757,0.00046807713911252576,0,0
6,41,41,0,0,0.3742816805874845,0.0001404231417337577,0,0
7,42,37,0,0,0.23339347151106338,0.0001872308556450103,0.0017211703958691911,0
8,42,38,0,0,0.32106403980371073,0.0007489234225800412,0,0
9,42,39,0,0,0.26659162517917956,0.0018255008425388504,0.0017211703958691911,0
10,42,40,0,0,0.2916831312984257,0.0003744617112900206,0.0005737234652897303,0
11,42,41,0,0,0.356670749514709,0,0,0
12,42,42,0,0,0.3762354083302029,0.0001872308556450103,0,0
13,43,37,0,0,0.26727010656787237,0,0,0
14,43,38,0,0,0.28815493744526843,0,0,0
15,43,39,0,0,0.31799997052246665,0.0001404231417337577,0,0
16,43,40,0,0,0.334907293034052,0,0,0
17,43,41,0,0,0.4158510123996607,0.002012731698183861,0.0005737234652897303,0
18,43,42,0,0,0.40972876092892435,0,0,0
19,43,43,0,0,0.44245719874197514,0.0016850777008050927,0,0
20,44,30,0,0,0.37247308572050164,0,0,0
21,44,31,0,0,0.3991549856392671,0.0008425388504025463,0,0
22,44,32,0,0,0.31005166324630146,0.006319041378019098,0.002294893861158921,0
23,44,33,0,0,0.3230138133487623,0.0001872308556450103,0,0
24,44,34,0,0,0.33642309841952966,0.00046807713911252576,0.0005737234652897303,0
25,44,35,0,0,0.2686882019451491,0.0008425388504025463,0,0
26,44,36,0,0,0.34448890622828954,0.0005148848530237783,0,0
27,44,37,0,0,0.2780139177985668,4.680771391125258e-05,0,0
28,44,38,0,0,0.3752527929154962,0.0032297322598764276,0.0011474469305794606,0
29,44,39,0,0,0.33782091069336484,4.680771391125258e-05,0,0
30,44,40,0,0,0.3876559403281958,0.0001404231417337577,0,0
31,44,41,0,0,0.4544388154565039,0,0,0
32,44,42,0,0,0.42131341093593805,0.00023403856955626288,0.0005737234652897303,0
33,44,43,0,0,0.42931736843582613,0.001544654559071335,0.0005737234652897303,0
34,44,44,0,0,0.3420291560185031,0,0,0
35,45,30,0,0,0.30959761958653775,0,0,0
36,45,31,0,0,0.47074665530822857,0.004821194532859016,0.0017211703958691911,0
37,45,32,0,0,0.3603121958805069,0.01217000561692567,0.007458405048766495,0
38,45,33,0,0,0.28626129977574316,0,0,0
39,45,34,0,0,0.3402600477933413,0.0001404231417337577,0,0
40,45,35,0,0,0.2667838774800734,0,0,0
41,45,36,0,0,0.3516693772682975,0.0005148848530237783,0.0005737234652897303,0
42,45,37,0,0,0.27393231500919435,4.680771391125258e-05,0,0
43,45,38,0,0,0.324068811996955,0.000655307994757536,0.0005737234652897303,0
44,45,39,0,0,0.31674682058318415,0,0,0
45,45,40,0,0,0.42258042156313697,0.001217000561692567,0,0
46,45,41,0,0,0.43149170349246985,0.0030425014042314174,0,0
47,45,42,0,0,0.4366986396608132,0.00023403856955626288,0.0005737234652897303,0
48,45,43,0,0,0.4665352249578161,0.000982961992136304,0,0
49,45,44,0,0,0.3538590335694784,0.0003744617112900206,0,0
50,46,30,0,0,0.4181393471612021,4.680771391125258e-05,0,0
51,46,31,0,0,0.46148004466149806,0,0,0
52,46,32,0,0,0.2954182446169424,0.002621231979030144,0.0011474469305794606,0
53,46,33,0,0,0.31069682259722786,0.0001872308556450103,0.0011474469305794606,0
54,46,34,0,0,0.34945158803118553,0,0,0
55,46,35,0,0,0.26698393184008284,0.0011233851338700617,0,0
56,46,36,0,0,0.30889628262533836,0.0034637708294326906,0.0005737234652897303,0
57,46,37,0,0,0.2704511749500587,0.0037914248268114585,0,0
58,46,38,0,0,0.302779356529039,0,0,0
59,46,39,0,0,0.3266446312315902,0,0,0
60,46,40,0,0,0.38058413097647376,0.0013574237034263247,0,0
61,46,41,0,0,0.41125276141530764,0.0032297322598764276,0,0
62,46,42,0,0,0.4552763772171058,0.0014510391312488298,0,0
63,46,43,0,0,0.44430905020995964,0,0,0
64,46,44,0,0,0.40876178531807317,0,0,0
65,46,45,0,0,0.29771396080486323,0.0001872308556450103,0.0011474469305794606,0
66,46,46,0,0,0.45972678739917133,4.680771391125258e-05,0.0005737234652897303,0
67,46,47,0,0,0.42132197574863517,0,0,0
68,46,48,0,0,0.48718600523663946,0.001310615989515072,0,0
69,46,49,0,0,0.45002435709644517,0,0,0
70,46,50,0,0,0.4086211403862762,9.361542782250516e-05,0,0
71,46,51,0,0,0.3705949329482493,4.680771391125258e-05,0,0
72,46,52,0,0,0.46335499572141503,0.0003744617112900206,0.0005737234652897303,0
73,46,53,0,0,0.45692709050660263,0.0005148848530237783,0.0005737234652897303,0
74,47,30,0,0,0.21402062370287495,0,0,0
75,47,31,0,0,0.3212891575168145,4.680771391125258e-05,0,0
76,47,32,0,0,0.23748176267399088,0.003931847968545216,0.0005737234652897303,0
77,47,33,0,0,0.3588319743347214,0.0057105410971728145,0.0005737234652897303,0
78,47,34,0,0,0.3462443194078034,0,0,0
79,47,35,0,0,0.2701358546647658,0,0,0
80,47,36,0,0,0.35736470281819704,0.004446732821568994,0.002868617326448652,0
81,47,37,0,0,0.2728027491663192,0.004493540535480247,0.002868617326448652,0
82,47,38,0,0,0.3134610909360141,0.012029582475191912,0.002868617326448652,0
