grid_id,row,col,population
0,40,38,6
1,40,39,0
2,40,40,4
3,41,38,9
4,41,39,104
5,41,40,22
6,41,41,2
7,42,37,18
8,42,38,34
9,42,39,37
10,42,40,21
11,42,41,0
12,42,42,8
13,43,37,0
14,43,38,0
15,43,39,4
16,43,40,0
17,43,41,188
18,43,42,0
19,43,43,101
20,44,30,0
21,44,31,85
22,44,32,384
23,44,33,3
24,44,34,33
25,44,35,37
26,44,36,38
27,44,37,1
28,44,38,155
29,44,39,1
30,44,40,5
31,44,41,0
32,44,42,21
33,44,43,125
34,44,44,0
35,45,30,0
36,45,31,126
37,45,32,439
38,45,33,0
39,45,34,6
40,45,35,0
41,45,36,40
42,45,37,7
43,45,38,38
44,45,39,0
45,45,40,61
46,45,41,111
47,45,42,5
48,45,43,54
49,45,44,39
50,46,30,1
51,46,31,0
52,46,32,110
53,46,33,10
54,46,34,0
55,46,35,58
56,46,36,85
57,46,37,124
58,46,38,0
59,46,39,0
60,46,40,43
61,46,41,336
62,46,42,45
63,46,43,0
64,46,44,0
65,46,45,6
66,46,46,2
67,46,47,0
68,46,48,71
69,46,49,0
70,46,50,4
71,46,51,0
72,46,52,26
73,46,53,31
74,47,30,0
75,47,31,1
76,47,32,191
77,47,33,161
78,47,34,0
79,47,35,0
80,47,36,134
81,47,37,372
82,47,38,343
83,47,39,0
84,47,40,99
85,47,41,0
86,47,42,0
87,47,43,8
88,47,44,43
89,47,45,74
90,47,46,0
91,47,47,3
92,47,48,17
93,47,49,0
94,47,50,0
95,47,51,7
96,47,52,0
97,47,53,0
98,48,29,0
99,48,30,1
100,48,31,0
101,48,32,356
102,48,33,229
103,48,34,1
104,48,35,222
105,48,36,22
106,48,37,347
107,48,38,0
108,48,39,0
109,48,40,975
110,48,41,364
111,48,42,85
112,48,43,183
113,48,44,0
114,48,45,311
115,48,46,53
116,48,47,4
117,48,48,62
118,48,49,7
119,48,50,0
120,48,51,0
121,48,52,369
122,48,53,4
123,49,26,23
124,49,29,21
125,49,30,84
126,49,31,96
127,49,32,629
128,49,33,376
129,49,34,93
130,49,35,7
131,49,36,0
132,49,37,25
133,49,38,0
134,49,39,0
135,49,40,506
136,49,41,0
137,49,42,121
138,49,43,318
139,49,44,893
140,49,45,846
141,49,46,1
142,49,47,0
143,49,48,99
144,49,49,0
145,49,50,0
146,49,51,696
147,49,52,280
148,49,53,63
149,50,25,27
150,50,26,5
151,50,27,2
152,50,28,0
153,50,29,0
154,50,30,0
155,50,31,5
156,50,32,523
157,50,33,1037
158,50,34,1089
159,50,35,6
160,50,36,0
161,50,37,1
162,50,38,1
163,50,39,0
164,50,40,17
165,50,41,189
166,50,42,0
167,50,43,2270
168,50,44,1120
169,50,45,2905
170,50,46,1586
171,50,47,534
172,50,48,206
173,50,49,122
174,50,50,2
175,50,51,108
176,50,52,643
177,50,53,0
178,51,24,149
179,51,25,483
180,51,26,365
181,51,27,0
182,51,28,212
183,51,29,0
184,51,30,0
185,51,31,0
186,51,32,0
187,51,33,85
188,51,34,146
189,51,35,61
190,51,36,415
191,51,37,0
192,51,38,182
193,51,39,101
194,51,40,0
195,51,41,0
196,51,42,7
197,51,43,1613
198,51,44,2038
199,51,45,4087
200,51,46,649
201,51,47,958
202,51,48,272
203,51,49,394
204,51,50,0
